Identifier,Name,Description,Organisational Structure,Primary Activity,Activities,Street Address,Locality,Region,Postcode,Country ID,Territory ID,Website,Phone,Email,Twitter,Facebook,Companies House Number,Qualifiers,Membership Type,Latitude,Longitude,Geo Container,Geo Container Latitude,Geo Container Longitude,Sector,SIC Section,SIC Code,Ownership Classification,Legal Form,Legal Form Subcategory 1,Legal Form Subcategory 1,UK Nation,Type of Organisation,Registered Status,Registered Number,Registrar,Incorporation Date,Dissolved Date,Organisation Name,WC Legal Form
R002120,ArtZone Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,10 Back Church Lane,London,Tower Hamlets,E1 1LX,GB,,http://www.artzone.coop,,,,,02893361,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90030,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02893361,Companies House,1/2/1994,"",Art Zone Co-operative Ltd,Limited by Guarantee
R002121,Blakelock Support Services,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"4 Crawford Street
Seaton Carew",Hartlepool,Hartlepool,TS25 1UT,GB,,http://blakelockservices.wixsite.com/cleaning-laundry,,,,,02893705,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88100,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02893705,Companies House,1/2/1994,"",Blakelock Elderly Care Co-operative Ltd,Limited by Guarantee
R002127,Deptford Psychotherapy Centre,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Deptford Lounge
9 Giffin Street
Deptford",London,Lewisham,SE8 4RJ,GB,,http://www.astisdpc.org,,,,,02915323,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,86900,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02915323,Companies House,5/4/1994,"",Deptford Psychotherapy Centre ltd.,Limited by Guarantee
R008818,Co-operative Alternatives,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,43 Knutsford Drive,Belfast,Belfast,BT14 6LZ,GB,,http://www.coopalternatives.coop/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,Society,Registered Society,BFC,Northern Ireland,Co-operative,Live,401IP,FCA,26/2/2013,"",Co-operative Alternative Development Society Limited,Co-operative Society
R002132,Tandem Training and Enabling,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Cefn Llwyd
Henllan",Denbigh,Conwy,LL16 5DA,GB,,,,,,,02936183,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85520,Workers,Company,Limited by Guarantee,"",Wales,Co-operative,Live,02936183,Companies House,7/6/1994,"",Tandem Training & Enabling Ltd.,Limited by Guarantee
R002134,Highland Wholefoods Workers Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"Unit 6
13 Harbour Road",Inverness,Highland,IV1 1SY,GB,,http://www.highlandwholefoods.co.uk,,,,,SC118083,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,46390,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC118083,Companies House,23/5/1989,"",Highland Wholefoods Workers Co-operative Limited,Limited by Guarantee
R009366,Targeting Innovation,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Amicable House
252 Union Street",Aberdeen,Aberdeen City,AB10 1TN,GB,,http://www.targetinginnovation.com,,,,,SC144906,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70229,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC144906,Companies House,11/6/1993,"",Targeting Innovation Limited,Limited by Guarantee
R009374,New Crofton Co-op Colliery,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA100,,30 Grovehall Parade,Leeds,Leeds,LS11 7AE,GB,,http://www.newcroftoncoopcolliery.co.uk/,,,,,07914420,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,"",05101,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,07914420,Companies House,18/1/2012,"",New Crofton Co-op Colliery Limited,Limited by Guarantee
R003395,Media 19,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,5 Regent Terrace,Gateshead,Gateshead,NE8 1LU,GB,,http://www.media19.co.uk,,,,,02084499,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,59113,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02084499,Companies House,16/12/1986,"",A19 Film and Video Limited,Limited by Guarantee
R003285,Sez-U Community Theatre,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,28 Aylesford Street,Leamington Spa,Warwickshire,CV31 2AH,GB,,http://www.facebook.com/sezucommunitytheatre/,,,,,03669098,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90010,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03669098,Companies House,17/11/1998,"",Sez-U Community Theatre Ltd,Limited by Guarantee
R003287,Theatre Absolute Limited,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,38 City Arcade,Coventry,Coventry,CV1 3HW,GB,,http://www.theatreabsolute.co.uk,,,,,02966897,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90030,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02966897,Companies House,12/9/1994,"",Theatre Absolute Limited,Limited by Guarantee
R003291,The Zebra Collective,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"225 Marlborough House
Granby Way",Plymouth,Plymouth,PL1 4HQ,GB,,http://www.zebra.coop,,,,,04819802,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85320,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,04819802,Companies House,3/7/2003,"",The Zebra Collective Ltd,Limited by Guarantee
R005581,Fusion Glass Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"Flat 3, St Martins Court
Ullswater Road",London,Lambeth,SE27 0AN,GB,,http://www.studiofusiongallery.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,32100,Workers,Society,Registered Society,BFC,England,Co-operative,Live,31077R,FCA,15/10/2010,"",Fusion Glass Co-operative Limited,Co-operative Society
R006613,Paringdon Education & Training,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Paringdon Sports club
Paringdon Road",Harlow,Essex,CM19 4QT,GB,,,,,,,07757692,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85600,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,07757692,Companies House,31/8/2011,"",Paringdon Education & Training Ltd,Limited by Guarantee
R000694,4 Seasons (Hull),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"C/O Sandhill Garden Centre
Wyton Road
Preston",Hull,East Riding of Yorkshire,HU12 8TY,GB,,http://4-seasons.org,,,,,03496992,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Housing,Administrative and Support Services,81300,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03496992,Companies House,22/1/1998,"",4 Seasons (Hull) Ltd,Limited by Guarantee
R005298,Leeds Animation Workshop,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,45 Bayswater Row,Leeds,Leeds,LS8 5LF,GB,,http://www.leedsanimation.org.uk,,,,,01624914,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,59112,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,01624914,Companies House,26/3/1982,"",Leeds Animation Workshop Limited,Limited by Guarantee
R005299,The Poetry Business,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Campo House
54 Campo Lane",Sheffield,Sheffield,S1 2EG,GB,,http://www.poetrybusiness.co.uk/,,,,,02644139,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,58110,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02644139,Companies House,9/9/1991,"",The Poetry Business Ltd,Limited by Guarantee
R006620,Oxford Greenprint,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Room 1/OARC
East Oxford Community Centre
Princes Street",Oxford,Oxfordshire,OX4 1DD,GB,,http://www.oxfordgreenprint.com,,,,,03324495,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,58190,Workers,Company,Limited by Shares,"",England,Co-operative,Live,03324495,Companies House,26/2/1997,"",Oxford Greenprint Limited,Limited by Shares
R005300,Visual Production Services,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,128 Carlton Road,Nottingham,Nottingham,NG3 2BB,GB,,,,,,,02362324,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90030,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02362324,Companies House,16/3/1989,"",Visual Production Services Limited,Limited by Guarantee
R005306,Chinese Marketing and Communications,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"Uwchlawr Coed
Gellilydan",Blaenau Ffestiniog,Gwynedd,LL41 4EY,GB,,http://www.china-britain.org/china_services/chinese_translation_manchester.htm,,,,,01978777,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,"",96090,Workers,Company,Limited by Guarantee,"",Wales,Co-operative,Live,01978777,Companies House,16/1/1986,"",Chinese Information Centre Co-operative Limited,Limited by Guarantee
R005311,Metal Polishing Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"Unit 5 - Chancel Industrial Estate
Hickman Avenue",Wolverhampton,Wolverhampton,WV1 2UH,GB,,,,,,,02081216,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,25990,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02081216,Companies House,5/12/1986,"",Metal Polishing Co-operative Limited,Limited by Guarantee
R014299,IAP UK,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"33 Hopps Road 
Kingswood",Bristol,South Gloucestershire,BS15 9QQ,GB,,http://www.iapuk.biz,,,,,05398581,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,62000,Workers,Company,Limited by Shares,"",England,Co-operative,Live,05398581,Companies House,18/3/2005,"",IAP(UK) Ltd,Limited by Shares
R007046,Forest Bakehouse,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"Unit 9 
Longhope Industrial Estate
Church Road",Longhope,Gloucestershire,GL17 0LB,GB,,http://www.forestbakehouse.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,10710,Workers,Society,Co-operative Society,"",England,Co-operative,Live,31608R,FCA,14/5/2012,"",The Forest Bakehouse Limited,Co-operative Society
R008824,HR Solutions,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS115,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Marion House
23-25 Elbow Lane
Formby",Liverpool,Sefton,L37 4AB,GB,,http://www.hrspartners.co.uk,,,,,OC380585,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70229,Workers,LLP,Limited by Guarantee,"",England,Co-operative,Live,OC380585,Companies House,28/11/2012,"",HR Solutions (UK) LLP,Limited by Guarantee
R002146,A Clean Sweep Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"Room 8, Spur 11, The Vassall Centre
Gill Avenue
Fishponds",Bristol,"Bristol, City of",BS16 2QQ,GB,,http://www.acleansweep.org.uk,,,,,03007685,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Housing,Administrative and Support Services,81200,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03007685,Companies House,9/1/1995,"",A Clean Sweep Co-operative Ltd,Limited by Guarantee
R002153,Millrace Furniture Restoration Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"Moulsham Mill
Parkway",Chelmsford,Essex,CM2 7PX,GB,,http://www.millracefurniture.co.uk,,,,,03038603,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,"",31090,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03038603,Companies House,28/3/1995,"",Millrace Furniture Restoration Co-operative Ltd,Limited by Guarantee
R002155,Notts Home Care,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"The Counting House
Forest Road
New Ollerton",Newark,Nottinghamshire,NG22 9QS,GB,,http://www.nottshomecareltd.co.uk,,,,,03056359,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88100,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03056359,Companies House,15/5/1995,"",Notts Home Care Limited,Limited by Guarantee
R002157,Environmental Conservation Co-operative (ECCO),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA230,,"Ecco St. James Centre
East Road",Harlow,Essex,CM20 2SX,GB,,http://www.ecco.org.uk,,,,,03064585,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Energy and Environment,Water Supply; Sewerage and Waste,38110,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03064585,Companies House,5/6/1995,"",Environmental Conservation Co-operative ltd.,Limited by Guarantee
R005065,Weston Community Developments,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Weston Lane Surgery 
The Centre for Healthy Living 
Weston Lane",Southampton,Southampton,SO19 9GH,GB,,,,,,,06922117,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,86900,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,06922117,Companies House,2/6/2009,"",Weston Community Developments Limited,Limited by Guarantee
R005070,Hidden Voice Language School,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"1 Sheringham Court
Lyden",Swindon,Swindon,SN3 6HJ,GB,,,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85320,Workers,Society,Registered Society,BFC,England,Co-operative,Live,30719R,FCA,30/6/2009,"",Hidden Voice Language School Limited,Co-operative Society
R005588,Midshires Clothing,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"17 The Business Exchange
Rockingham Road",Kettering,Northamptonshire,NN16 8JX,GB,,http://www.midshiresclothing.co.uk,,,,,07397474,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,14120,Workers,Company,Limited by Shares,"",England,Co-operative,Live,07397474,Companies House,5/10/2010,"",Midshires Clothing Factory Ltd,Limited by Shares
R006342,Wharf Chambers,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Wharf Chambers
23 Wharf Street",Leeds,Leeds,LS2 7EQ,GB,,http://www.wharfchambers.org,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90040,Workers,Society,Registered Society,BFC,England,Co-operative,Live,31273R,FCA,2/6/2011,"",Wharf Chambers Limited,Co-operative Society
R006361,Sixteen,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"Filwood Green Business Park
Filwood Park Lane",Bristol,"Bristol, City of",BS4 1ET,GB,,http://www.sixteencoop.co.uk,,,,,07672446,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,"",78109,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,07672446,Companies House,16/6/2011,"",Sixteen Co-operative Ltd,Limited by Guarantee
R006635,Roydon Pre-School,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,43 Church Close,Roydon,Norfolk,IP22 5RQ,GB,,http://www.roydonearlyyears.weebly.com,,,,,07785659,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88910,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,07785659,Companies House,23/9/2011,"",Roydon Early Years Ltd,Limited by Guarantee
R005323,El Vergel,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,132 Webber Street,London,Southwark,SE1 0QL,GB,,http://www.elvergel.co.uk,,,,,02260790,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs",Accommodation and Food Services,56290,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02260790,Companies House,20/5/1988,"",El Vergel Ltd,Limited by Guarantee
R005324,Village Roots (Frampton),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA210,,"Units 1-4 Crossley Farm Business Centre
Swan Lake
Winterbourne",Bristol,South Gloucestershire,BS36 1RH,GB,,,,,,,02365170,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Housing,"",68209,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02365170,Companies House,23/3/1989,"",Village Roots (Frampton) Limited,Limited by Guarantee
R006084,Media Co-op,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"406 White Studios
62 Templeton Street",Glasgow,"Glasgow, City of",G40 1DA,GB,,http://www.mediaco-op.net,,,,,SC277277,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,59112,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC277277,Companies House,9/12/2004,"",Social Change Productions Ltd.,Limited by Guarantee
R002160,Greenmarque,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"12 Rhea Hall Estate
Highley",Bridgnorth,Shropshire,WV16 6LH,GB,,,,,,,03340543,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70229,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03340543,Companies House,26/3/1997,"",Greenmarque Ltd,Limited by Guarantee
R002163,Paper Tiger Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"37 Upper Belmont Road
St Andrews",Bristol,"Bristol, City of",BS7 9DG,GB,,,,,,,02245104,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"",69202,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02245104,Companies House,18/4/1988,"",Paper Tiger Co-operative Ltd,Limited by Guarantee
R002164,Wonderland Day Care Nursery Co-op (Luton),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,6 Strathmore Walk,Luton,Luton,LU1 3PD,GB,,,,,,,03086614,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88910,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03086614,Companies House,2/8/1995,"",Wonderland Day Care Nursery Co-op (Luton) Ltd,Limited by Guarantee
R002166,Crowgate Child Centre,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Bishops Castle Childrens Centre
Oak Meadow",Bishops Castle,Shropshire,SY9 5PA,GB,,,,,,,03088007,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85200,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03088007,Companies House,7/8/1995,"",Crowgate Child Centre ltd.,Limited by Guarantee
R002167,Unicorn Grocery,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"89 Albany Road
Chorlton",Manchester,Manchester,M21 0BN,GB,,http://www.unicorn-grocery.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47110,Workers,Society,Registered Society,BFC,England,Co-operative,Live,28242R,FCA,8/8/1995,"",Unicorn Grocery Limited,Co-operative Society
R002168,Daily Bread Co-operative (Cambridge),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"Unit 3
Kilmaine Close",Cambridge,Cambridgeshire,CB4 2PH,GB,,https://dailybreadcambridge.org/,,,,,02519638,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,46190,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02519638,Companies House,6/7/1990,"",Daily Bread Co-operative (Cambridge) Limited,Limited by Guarantee
R008861,Scotswood Natural Community Garden - Ecoscapes,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,12 Yetholm Place,Newcastle,Newcastle upon Tyne,NE5 4ED,GB,,http://www.sncgecoscapes.co.uk,,,,,08456355,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01300,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,08456355,Companies House,21/3/2013,"",SNCG Ecoscapes Ltd,Limited by Guarantee
R014300,Ecomotive,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA210,,"Wild Goose Space Unit 2
288a Mina Road
St. Werburghs",Bristol,"Bristol, City of",BS2 9YP,GB,,http://www.ecomotive.org,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Housing,Real Estate,68100,Workers,Society,Registered Society,BFC,England,Co-operative,Live,32087R,FCA,26/6/2001,"",Ecomotive Limited,Co-operative Society
R008864,Coffee Cranks Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"29 Fairfield Court
78 Daisy Bank Road",Manchester,Manchester,M14 5GL,GB,,http://www.coffeecrankscoop.org.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs",Accommodation and Food Services,56200,Workers,Society,Registered Society,BFC,England,Co-operative,Live,31993R,FCA,12/3/2013,"",Coffee Cranks Co-operative Limited,Co-operative Society
R014310,B Active N B Fit,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,12 Ocean Road South,Sunderland,Sunderland,SR2 9QT,GB,,http://www.bactivenbfit.co.uk,,,,,05419521,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Sports and Recreation,"Arts, Entertainment and Recreation",93130,Workers,Community Interest Company,Limited by Guarantee,"",England,Co-operative,Live,05419521,Companies House,11/4/2005,"",B' ACTIVE 'N' B' FIT CIC,Limited by Guarantee
R002179,Wave Design,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Unit 2, Third Floor
Rock House
49-51 Cambridge Road",Hastings,East Sussex,TN34 1DT,GB,,http://www.wave.coop,,,,,02160065,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","Professional, Scientific and Technical",74100,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02160065,Companies House,1/9/1987,"",Wave Design Ltd,Limited by Guarantee
R002180,Infinity Foods,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,25 North Road,Brighton,Brighton and Hove,BN1 1YA,GB,,https://www.infinityfoodsretail.coop/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47110,Workers,Society,Registered Society,BFC,England,Co-operative,Live,22397R,FCA,2/1/1979,"",Infinity Foods Co-operative Limited,Co-operative Society
