Identifier,Name,Description,Organisational Structure,Primary Activity,Activities,Street Address,Locality,Region,Postcode,Country ID,Territory ID,Website,Phone,Email,Twitter,Facebook,Companies House Number,Qualifiers,Membership Type,Latitude,Longitude,Geo Container,Geo Container Latitude,Geo Container Longitude,Sector,SIC Section,SIC Code,Ownership Classification,Legal Form,Legal Form Subcategory 1,Legal Form Subcategory 1,UK Nation,Type of Organisation,Registered Status,Registered Number,Registrar,Incorporation Date,Dissolved Date,Organisation Name,WC Legal Form
R008928,Bishopston Beanstalks,"We are a new pre-school with a 'Good' Ofsted rating, handily located on Gloucester Road in Bishopston, North Bristol.  We are close to many local primary schools, including Bishop Road, Ashley Down, Sefton Park, St Bonaventure’s and Brunel Fields. Bishopston Beanstalks is run by its staff team as a not-for-profit, independent, workers’ co-operative. We provide a stimulating, homely environment within the premises of Bishopston Methodist Church, and place an emphasis on learning through play.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Bishopton Methodist Church
245 Gloucester Road
Bishopston",Bristol,"Bristol, City of",BS7 8NY,GB,,http://www.bishopstonbeanstalks.co.uk/,,,,,08556138,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85100,Workers,Company,,,England,,Live,08556138,Companies House,2013-06-04,,Bishopston Beanstalks Ltd,
R007148,Farnham Community Farm,"Founded in 2008, Farnham Local Food is a community-run local agriculture project supported almost entirely by volunteer labour.  We currently have land at Runfold and Dippenhall.  Our aim is to provide fresh, locally grown vegetables for people in and around the Farnham, Surrey, England area.

The project was started because it was felt that there was a need and a niche for the kind of lifestyle that maintained a healthier attitude towards fresh produce and the production behind it.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,12 Three Stiles Road,Farnham,Surrey,GU9 7DE,GB,,http://www.farnhamfood.com,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47210,Workers,Society,,,England,,Live,31706R,FCA,2012-08-16,,Farnham Community Farm Limited,
R007674,Morningside Nursery,The Morningside Children's Nursery was established in 1998 as a workers co-operative and provides full day care.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,1a Nile Grove,Edinburgh,City of Edinburgh,EH10 4RE,GB,,,,,,,SC386418,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85100,Workers,Company,,,Scotland,,Live,SC386418,Companies House,2010-10-04,,Morningside Children's Nursery Ltd,
R008932,The Coppice Co-op,"We are a co-operative of coppice workers based in the North Lancashire/South Cumbrian region of Britain, working towards sustainable woodland management. We supply local firewood, charcoal and a wide range of traditional products. We run craft and coppice courses from our beautiful woodland yard.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA30,,"Crag View
Dixon's Field
Crag Bank",Carnforth,Lancashire,LA5 9JN,GB,,http://www.coppicecoop.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",02100,Workers,Society,,,England,,Live,32118R,FCA,2013-07-03,,The Coppice Co-op Limited,
R010064,STRIKE! Magazine,"STRIKE! is a bi-monthly newspaper – we deal in politics, philosophy, art, subversion and sedition. Each issue we gather together a group of high-grade artists and authors and let them get creative. It’s a magazine, it’s a journal, it’s a carnival.

STRIKE! is an independent publication. We will never sell any advertising, and we will always be strictly anti-profit.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,27 Old Gloucester Street,London,Camden,WC1N 3AX,GB,,http://strikemag.org/,,,,,09359954,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,58140,Workers,Company,,,England,,Live,09359954,Companies House,2014-12-18,,STRIKE! Magazine Ltd,
R007702,West Highland Free Press,"The community-based, and now employee-owned, West Highland Free Press was founded in 1972 with the principal objective of providing its immediate circulation area with all of the services expected from a local newspaper. Starting from humble beginnings on the Isle of Skye, the newspaper quickly gained a reputation for informed and outspoken news coverage. Building on that reputation, the Free Press firmly established itself as the newspaper of choice for many thousands of households across the West Highlands and Islands and further afield.

Freumhaichte sa choimhearsnachd, agus a-nis fo shealbh an luchd-obrach, chaidh Pàipear Beag an Eilein Sgitheanaich a stèidheachadh ann an 1972 leis a’ cheann-uidhe gach seirbheis a bhite a’ sùileachadh bho phàipear-naidheachd ionadail a thoirt do na sgìrean air am biodh e a’ frithealadh B’ ann air beag stèidh a thòisich cùisean, ach cha b’ fhada gus an do choisinn am pàipear cliù airson aithrisean fiosrach agus beachdail. A’ togail air a’ chliù seo, chaidh an fhèill a bh’ air a’ phàipear am meud agus na mìltean agus na mìltean de dhaoine bho air feadh Taobh Siar na Gàidhealtachd agus nan Eilean, agus bho iomadh ceàrnaidh eile thall ’s a-bhos, ga cheannach.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Unit 1B
Pairc Nan Craobh
Broadford",Isle of Skye,Highland,IV49 9AP,GB,,http://www.whfp.com,,,,,SC049850,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,58130,Workers,Company,,,Scotland,,Live,SC049850,Companies House,1972-01-24,,West Highland Publishing Company Limited,
R007704,Woollard And Henry,"Operating since 1873, we are proud to have a depth of experience and leading innovators in every of our key sectors.

Woollard & Henry - a customer-centric and people driven business.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"Stoneywood Park
Dyce",Aberdeen,Aberdeen City,AB21 7DZ,GB,,http://www.woollardandhenry.com/,,,,,SC036131,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,28950,Workers,Company,,,Scotland,,Live,SC036131,Companies House,1961-02-21,,Woollard & Henry Limited,
R006703,Abundant Earth (Durham),"We are a workers co-operative and are based on 15 acres of land near to Broom Park just outside of Durham city. We are passionate about growing and making things from the land, it's what we do; from producing a weekly vegetable box scheme, to working with wool, wood and willow  through to Permaculture and woodland management.

All that we do on our land is focused on helping both people and countryside. The land is managed without pesticides or fertlisers being applied and most work is carried out by hand. Hedges are laid, woods coppiced and pastures managed all with an eye to the wildlife.

People are catered for by providing, not only healthy food for the locality, but also by offering opportunities to learn many of the land based skills we employ by offering courses and through volunteering.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,12 Goodwell Lea,Brancepeth,County Durham,DH7 8EN,GB,,http://www.abundantearth.coop/,,,,,05779450,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01500,Workers,Company,,,England,,Live,05779450,Companies House,2006-04-12,,Abundant Earth (Durham) Limited,
R006704,Credit Union Solutions,Credit union support organisation,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"Bungalow
Pinkwell Lane",Hayes,Hillingdon,UB3 1PE,GB,,http://www.cus.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Administrative and Support Services,82990,Workers,Society,,,England,,Live,31559R,FCA,2012-03-14,,Credit Union Solutions Limited,
R006705,Keveral Farmers,"The management of the farmland is overseen by our worker's co-op, Keveral Farmers. Most parts of the farm are now rented out to members of the co-op for personal use and income generation. Land use includes vegetable production on field plots and in polytunnels, orchard and soft fruit, woodland, pasture for horses and hay, and a camping area. The land is managed according to ecologically-sound principles, and is certified as organic by The Soil Association.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,Keveral Farm,St. Martins-By-Looe,Cornwall,PL13 1PA,GB,,http://www.keveral.org,,,,,02643827,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01130,Workers,Company,,,England,,Live,02643827,Companies House,1991-09-06,,Keveral Farmers Limited,
R007720,Voluntary Action Harrow,"VAH supports people and not for profit organisations to make a difference in their local community by:
- Working with local people and groups to identify local need and develop appropriate action.
- Providing a range of services that help organisations to succeed.
- Supporting and encouraging the growth of co-operative movement.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"The Lodge
64 Pinner Road",Harrow,Harrow,HA1 4HZ,GB,,http://www.voluntaryactionharrow.org.uk,,,,,07554530,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85520,Workers,Community Interest Company,,,England,,Live,07554530,Companies House,2011-03-07,,Voluntary Action Harrow C.I.C.,
R007723,Inside Track Employment CIC,"ITEM is a co-operative community interest company (CIC) which connects unemployed adults with appropriate employers. We identify and develop work placements and employment opportunities for specific groups of people seeking work by matching their skills with the needs of Co-operatives, Social Enterprises, Third Sector organisations and “socially responsible” businesses who are committed to offering our clients opportunities.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,14 Beechcroft Grove,Bolton,Bolton,BL2 6EZ,GB,,http://www.insidetrackemployment.org.uk,,,,,06715324,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"Arts, Entertainment and Recreation",90020,Workers,Community Interest Company,,,England,,Live,06715324,Companies House,2008-10-03,,Inside Track (Employment) Community Interest Company,
R007726,The New Leaf Co-op,"The New Leaf Co-op is collectively owned and managed by the people who work here, and we have chosen to put our principles right at the heart of our business.

Our aim is simple: To offer affordable, healthy vegetarian wholefoods, with a focus on organic, locally sourced and fairtrade products, with as little packaging as possible.

We carry more than 150 different lines of food and household products for customers to scoop and refill themselves, and our range is ever growing.

As a Worker’s co-operative, we all take equal responsibility in running the business. We aim to pay ourselves a living wage, and further profits are channeled back into the business and toward seeding new projects with similar aims. We’ve built a workplace that we want to be a part of, and as we’re the people our customers meet and talk to when they shop, customer’s input really does help shape the business.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,23 Argyle Place,Edinburgh,City of Edinburgh,EH9 1JJ,GB,,http://newleafcoop.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47200,Workers,Society,,,Scotland,,Live,2757RS,FCA,2012-06-29,,Edinburgh Wholefood Co-operative Limited,
R008958,Fruit Works Co-operative,Fruit Works is a workers cooperative helping communities in Leeds and Bradford to plant and maintain fruit trees. Our mission is to empower people to grow their own fruit and build resilient local food systems.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"3 Lilac Grove
Victoria Park Avenue
Kirkstall",Leeds,Leeds,LS5 3AG,GB,,https://fruitworks.org.uk,,,,,08562208,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,10890,Workers,Company,,,England,,Live,08562208,Companies House,2013-06-10,,Woodhouse Community Growers Ltd,
R006738,Leading Lives,"Leading Lives provides a wide range of high quality support for people including those with learning disabilities, physical, multiple complex needs and autism, older people, young people in transition and family carers across Suffolk.  We support people to live the life they choose. Our new Independence Plus service provides home and community based support to a wide range of people with different needs to maintain their independence and lead full and active lives.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,12 Great Whip Street,Ipswich,Suffolk,IP2 8EZ,GB,,http://leadinglives.org.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88100,Workers,Society,,,England,,Live,31457R,FCA,2011-11-10,,Leading Lives Limited,
R007753,MediaBlaze Hosts,Web hosting,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"International House
61 Mosley Street",Manchester,Manchester,M2 3HZ,GB,,http://mediablazehosts.coop/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,62000,Workers,Society,,,England,,Live,32025R,FCA,2013-04-04,,MediaBlaze Hosting Limited,
R007754,Labour Briefing Co-operative,"For over 30 years, Labour Briefing has been the independent magazine and forum for socialist ideas in the Labour Party and trade unions.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,7 Malam Gardens,London,Tower Hamlets,E14 0TR,GB,,https://labourbriefingcooperative.net/,,,,,08211427,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,58190,Workers,Company,,,England,,Live,08211427,Companies House,2012-09-12,,Labour Briefing Co-operative Ltd,
R007779,Cafe H2O,"Jamboree is an established project that has been growing and evolving since 2009.  Initially we concentrated on producing quality preserves and selling them in the local shops and farmers markets.  We then branched out into catering and retail to run Cafe H2O, part of the Malvern Hills GeoCentre at the Wyche Cutting.

Cafe H2O is run entirely by Jamboree 7 days a week throughout most of the year. We welcome members of the public on every day except Wednesday, when it is closed for business events associated with the Wyche Innovation Centre.  The cafe serves our own freshly prepared food and drinks and has a lovely friendly atmosphere.

We are set up as a Co-operative to ensure that the profit made from sales is divided between the co-op members all of whom have a learning disability.

If you are interested in cooking, baking, shop work or just enjoy the company of the general public then you may well enjoy Jamboree.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"The Wyche Innovation Centre
Walwyn Road
Upper Colwall",Malvern,"Herefordshire, County of",WR13 6PL,GB,,http://www.jamboree-preservers.co.uk/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs",Accommodation and Food Services,56102,Workers,Society,,,England,,Live,31881R,FCA,2012-11-05,,Jamboree Preservers Limited,
R008998,Coast Path Cafe,Community based Co-operative cafe - also selling local arts and crafts,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"Cooks Cottage
Cooks Level
Gorran Haven",St Austell,Cornwall,PL26 6JB,GB,,http://www.facebook.com/pages/coast-path-cafe/287587094719036?fref=photo,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs",Accommodation and Food Services,56102,Workers,Society,,,England,,Live,32139R,FCA,2013-07-17,,Coast Path Cafe Limited,
R009640,The People Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"2 Devon Way
Longbridge",Birmingham,Birmingham,B31 2TS,GB,,,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,Society,,,England,,Live,32344R,FCA,2014-03-26,,The People Co-operative Limited,
R006760,Malvern Book Co-operative,Malvern Book Cooperative is a community owned business. We sell a wide range of new books and book related gifts. We also have a small cafe where you can enjoy a fresh coffee or and sample our delicious home made cake.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"Hillside
Blackheath Way",Malvern,Worcestershire,WR14 4DR,GB,,http://www.malvernbook.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47610,Workers,Society,,,England,,Live,31490R,FCA,2011-12-09,,Malvern Book Co-operative Limited,
R006764,8th Day Co-operative,"8th Day Co-operative exists to encourage the optimum health of its customers and staff by providing quality vegetarian food and advice, whilst maintaining a caring, sustainable, democratic and ethical business environment for its workers.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,107-111 Oxford Road,Manchester,Manchester,M1 7DU,GB,,http://www.8thday.coop/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47200,Workers,Society,,,England,,Live,21704R,FCA,1981-01-01,,On The Eighth Day Co-operative Limited,
R006769,Small Axe Communications,"The Small Axe aims to deliver products that meet your objectives, whether raising more money, selling more products or winning campaigns; you need a partner with a broad range of expertise, who understands your organisation and your audience, and can select the right tools to meet the challenges you face.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"The Business Development Centre
7-15 Greatorex Street",London,Tower Hamlets,E1 5NF,GB,,http://www.wearethesmallaxe.com,,,,,07877552,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,62020,Workers,Company,,,England,,Live,07877552,Companies House,2011-12-09,,Small Axe Communications Ltd,
R009664,MBM Co-operative Services,MBM Co-operative Services are a highly experienced collective of senior managers within the co-operative management sector that have joined together to serve our local community with a personal responsive and skilled workers co-operative.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,16 Dalegarth Gardens,Purley,Croydon,CR8 1EH,GB,,http://mbm.coop,,,,,08971837,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70229,Workers,Company,,,England,,Live,08971837,Companies House,2014-04-01,,MBM Co-operative Services Ltd,
R006790,Agile Collective,"Drupal specialists providing flexible solutions for social enterprises, businesses and the Drupal community.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,21b Park End Street,Oxford,Oxfordshire,OX1 1HU,GB,,http://agile.coop,,,,,07889401,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,62020,Workers,Company,,,England,,Live,07889401,Companies House,2011-12-21,,Agile Collective Ltd,
R006791,Principle Six,"We offer support and advice on cooperative enterprise, developing and promoting cooperation in London and elsewhere. We also offer services in the areas of membership strategy and development, campaigning, policy, branding, copywriting and editorial and strategic communications.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS115,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,198 Old Ford Road,London,Tower Hamlets,E2 9PT,GB,,,,,,,OC371465,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,LLP,,,England,,Live,OC371465,Companies House,2012-01-17,,Principle Six LLP,
R008015,Leeds Bread Co-op,"Leeds Bread Co-op is a Leeds based artisan bakery.
We are passionate about sourdough and slowly fermented breads. Using organic, locally-sourced ingredients, we bake delicious breads, five times a week, for delivery and for selling at local markets.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,Unit 11 Penraevon Trading Estate,Leeds,Leeds,LS7 2AW,GB,,http://www.leedsbread.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,10710,Workers,Society,,,England,,Live,31832R,FCA,2012-10-16,,Leeds Community Bakery Limited,
R008556,Enabled Works,"Employing disabled people to deliver manufactured products and services in contract packing, electro/ mechanical assembly, Pick/ Pack & distribution & fulfilment work. arising out of the closure of Remploy Factory.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,19 Verity View,Leeds,Leeds,LS9 0EE,GB,,http://www.enabledworks.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Administrative and Support Services,82920,Workers,Society,,,England,,Live,31794R,FCA,2012-10-10,,Enabled Works Limited,
R009683,Paper Rhino,"Paper Rhino is a creative co-op specialising in illustration, video, typography and design. We are passionate about our disciplines and equally as passionate about working in a socially responsible way. We started Paper Rhino in 2011 so we could provide affordable design to ethically-conscious organisations, small companies, arts organisations, NGO’s and charities. Since then we have grown in number and adopted the co-operative business model, offering what is fairest for those who work for us and our clients. We are a highly creative team that are bordering on the obsessive when it comes to our individual skills. Through our work, and the way we work, we are passionate in our belief that we can make the world a more beautiful place.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,27 West Street,Helpston,Peterborough,PE6 7DU,GB,,http://paperrhino.co.uk/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","Professional, Scientific and Technical",74100,Workers,Society,,,England,,Live,32419R,FCA,2014-06-19,,Paper Rhino Limited,
R006792,Green Shoots Day Nursery,To provide high quality early years education and care; to work closely with families; to promote co-operative principles; to promote greater understanding of how young children learn and the importance of play and talk.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,7 Malam Gardens,London,Tower Hamlets,E14 0TR,GB,,http://www.greenshootsdaynursery.coop,,,,,07891964,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88910,Workers,Company,,,England,,Live,07891964,Companies House,2011-12-23,,Green Shoots Day Nursery Ltd,
R006793,Bristol Wood Recycling Project,"Reclaimed timber yard, furniture maker and wood waste collection service.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA230,,"Unit 4 William Street
St. Philips",Bristol,"Bristol, City of",BS2 0RG,GB,,http://www.bwrp.org.uk,,,,,05081319,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Energy and Environment,Water Supply; Sewerage and Waste,38110,Workers,Company,,,England,,Live,05081319,Companies House,2004-03-23,,Bristol Wood Recycling Project,
R009279,Public Affairs Co-operative,"The Public Affairs Co-operative is a values driven business – ethical and open, worker-led, autonomous, community-minded. Our aim is to provide a service to organisations who share similar values and want to know those values are kept front and centre in how they conduct their communications.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,2 Marshall Place,Perth,Perth and Kinross,PH2 8AH,GB,,http://www.publicaffairs.coop/,,,,,SC461460,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85520,Workers,Company,,,Scotland,,Live,SC461460,Companies House,2013-10-14,,Public Affairs Co-operative Ltd,
R009708,Custom House Workers' Co-operative,Workers' Co-operative that provide commercial cleaning services,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"PEACH Office
Ascension Church
Baxter Rd
Newham",London,Newham,E16 3HJ,GB,,http://customclean.london/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Housing,Administrative and Support Services,81210,Workers,Society,,,England,,Live,32429R,FCA,2014-07-02,,Custom House Workers' Co-operative Limited,
R007024,Grin South West,"GRIN stands for 'Grants Resources Information News'. We're a small, friendly co-operative providing bid writing and grant advice services to community, voluntary and statutory agencies. Our purpose is to provide an affordable, flexible and friendly grants and funding service to enable communities to access the grants and resources they need to improve the areas they live in. We're happy to work with small, local community projects as well as large partnership initiatives.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS115,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,91 Mill Street,Torrington,Devon,EX38 8AN,GB,,http://www.grin.coop,,,,,OC374833,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,LLP,,,England,,Live,OC374833,Companies House,2012-04-30,,Grin SW LLP,
R008593,Labour Behind the Label,"Labour Behind the Label is the only UK campaign group that focuses exclusively on labour rights in the global garment industry. Founded in 2002, we have thirteen years of experience in awareness raising, research and lobbying in support of workers demands for improved pay and conditions. We are small but mighty in relentlessly raising the profile of garment workers who need their stories to be told. Our effective campaigning has been instrumental in pushing UK retailers to sign the Bangladesh Accord on Fire and Building Safety, ensuring Rana Plaza victims receive long-term compensation, supporting workers in Indonesia to receive legally-owed severance pay, and campaigning with Cambodian garment workers to demand a living wage, among many other cases.

We are a workers cooperative based in Bristol. We represent the Clean Clothes Campaign in the UK and work with over 250 partner organisations worldwide through this network. In the UK we work with a variety of partners, such as other NGOs and trade unions, to ensure our campaigns have the greatest impact.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"The Old Co-Op 38-42 Chelsea Road
Easton",Bristol,"Bristol, City of",BS5 6AF,GB,,http://www.labourbehindthelabel.org,,,,,04173634,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Membership associations, social clubs and trade unions",Other Service Activities,94990,Workers,Company,,,England,,Live,04173634,Companies House,2001-03-06,,Labour Behind the Label,
R009291,Barod,Barod is a social enterprise and cooperative. We were formed from self advocates and supporters of the People First movement in Wales. We work with public and private sector organisations to make sure their products and services are accessible for everyone.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"33 Bryn Road
Waunarlwydd",Swansea,Swansea,SA5 4RA,GB,,http://www.barod.org,,,,,08382883,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",74909,Workers,Community Interest Company,,,Wales,,Live,08382883,Companies House,2013-01-31,,Barod Community Interest Company,
R009293,FiMiViTa,At FactFood we have combined traditional African ingredients with the classic British bread making method to develop an innovative new kind of dough: one that uses a blend of traditional wheat grain and natural fruit and vegetable ingredients.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"Flat 46, Thistle House
Bromford Drive",Birmingham,Birmingham,B36 8RB,GB,,,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,10890,Workers,Society,,,England,,Live,32249R,FCA,2013-11-22,,FiMiiViTa Agri-Mining Limited,
